2014,12/05/2014,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Mumbai Indians,0,7,AT Rayudu,Rajiv Gandhi International Stadium	
2014,14/05/2014,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,0,6,RV Uthappa,Barabati Stadium	
2014,16/04/2014,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Kolkata Knight Riders,41,0,JH Kallis,Sheikh Zayed Stadium	
2014,19/04/2014,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,0,7,PA Patel,Dubai International Cricket Stadium	
2014,19/05/2014,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,25,0,MEK Hussey,Sardar Patel Stadium	
2014,21/05/2014,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,0,7,LMP Simmons,Punjab Cricket Association Stadium	
2014,23/05/2014,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Mumbai Indians,15,0,MEK Hussey,Wankhede Stadium	
2014,25/04/2014,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Chennai Super Kings,0,7,MM Sharma,Dubai International Cricket Stadium	
2014,25/05/2014,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,0,5,CJ Anderson,Wankhede Stadium	
2014,27/04/2014,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,Delhi Daredevils,0,6,M Vijay,Sharjah Cricket Stadium	
2014,28/05/2014,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,0,7,SK Raina,Brabourne Stadium	
2014,30/04/2014,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Sunrisers Hyderabad,15,0,B Kumar,Dubai International Cricket Stadium	
2015,01/05/2015,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,8,0,AT Rayudu,Wankhede Stadium	
2015,03/05/2015,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Mumbai Indians,23,0,LMP Simmons,Punjab Cricket Association Stadium	
2015,05/05/2015,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,Mumbai Indians,0,5,Harbhajan Singh,Wankhede Stadium	
2015,08/04/2015,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,0,7,M Morkel,Eden Gardens	
2015,08/05/2015,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Mumbai Indians,0,6,HH Pandya,MA Chidambaram Stadium	
2015,10/05/2015,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,39,0,AB de Villiers,Wankhede Stadium	
2015,12/04/2015,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Kings XI Punjab,18,0,GJ Bailey,Wankhede Stadium	
2015,14/04/2015,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals,0,7,SPD Smith,Sardar Patel Stadium	
2015,14/05/2015,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians,5,0,HH Pandya,Wankhede Stadium	
2015,17/04/2015,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Chennai Super Kings,0,6,A Nehra,Wankhede Stadium	
2015,17/05/2015,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Mumbai Indians,0,9,MJ McClenaghan,Rajiv Gandhi International Stadium	
2015,19/04/2015,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Mumbai Indians,18,0,Harbhajan Singh,M Chinnaswamy Stadium	
2015,19/05/2015,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,25,0,KA Pollard,Wankhede Stadium	
2015,23/04/2015,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,Delhi Daredevils,37,0,SS Iyer,Feroz Shah Kotla	
2015,24/05/2015,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians,41,0,RG Sharma,Eden Gardens	
2015,25/04/2015,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,20,0,SL Malinga,Wankhede Stadium	
2016,01/05/2016,Rising Pune Supergiants,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,0,8,RG Sharma,Maharashtra Cricket Association Stadium	
2016,08/05/2016,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Sunrisers Hyderabad,85,0,A Nehra,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadiu	
2016,09/04/2016,Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,bat,Rising Pune Supergiants,0,9,AM Rahane,Wankhede Stadium	
2016,11/05/2016,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,0,6,KH Pandya,M Chinnaswamy Stadium	
2016,13/04/2016,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,0,6,RG Sharma,Eden Gardens	
2016,13/05/2016,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Kings XI Punjab,0,7,MP Stoinis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadiu	
2016,15/05/2016,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Mumbai Indians,80,0,KH Pandya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadiu	
2016,16/04/2016,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,0,3,AJ Finch,Wankhede Stadium	
2016,18/04/2016,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,0,7,DA Warner,Rajiv Gandhi International Stadium	
2016,20/04/2016,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,0,6,RG Sharma,Wankhede Stadium	
2016,21/05/2016,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,0,6,SK Raina,Green Park	
2016,23/04/2016,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,Delhi Daredevils,10,0,SV Samson,Feroz Shah Kotla	
2016,25/04/2016,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,Mumbai Indians,25,0,PA Patel,Punjab Cricket Association IS Bindra Stadium	
2016,28/04/2016,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,0,6,RG Sharma,Wankhede Stadium	
